Full_Name,First_Name,Last_Name,Gender,Date_of_Birth,Hire_Date,Email,Age,Experience_Years,City,Job_Title,Marital_Status,Education_Level,Salary
Nada Bassem,Nada,Bassem,F,25-04-2006,06-11-2024,nada.bassem@gmail.com,nan,1,"Paris, France",Pharmacist,Single,Diploma,
Rania Abdullah,Rania,Abdullah,F,1973/10/14,2023/09/28,rania.abdullah@gmail.com,52.0,2,"São Paulo, Brazil",teacher,,BS,64602.0 JPY
Ziad Amr,Ziad,Amr,M,08-06-1972,10-05-2010,ziad.amr@gmail.com,53.0,15,"Abu Dhabi, UAE",Nurse,Married,Bachelor,138668.0 CAD
Salma Mounir,Salma,Mounir,F,24-04-2001,07-12-2025,SMOUNIR@GMAIL.COM,24.0,0,"Istanbul, Turkey",Engineer,S,High School,
Ghada Mahmoud,Ghada,Mahmoud,F,09/27/1971,04/07/2013,gmahmoud@gmail.com,54.0,12,"Cairo, Egypt",Software Developer,Single,BS,9638.17 CAD
Hala Nabil,Hala,Nabil,F,03/16/1996,04/20/2025,hala.nabil@gmail.com,29.0,0,"Seoul, South Korea",EnGineeR,Single,Bachelor,
Sami Tawfik,Sami,Tawfik,M,08/07/1969,08/29/2025,sami.tawfik@gmail.com,,0,"Amman, Jordan",Accountant,Unknown,Masters,
Hany Saad,Hany,Saad,M,10/05/1973,08/03/1995,hsaad@gmail.com,52.0,30,"Dubai, UAE",electrical engeneer,Single,High School,11263.17 CAD
Yasmeen Ahmed,Yasmeen,Ahmed,F,1984/10/08,2016/04/18,yasmeen.ahmed@gmail.com,41.0,9,"Dammam, KSA",Data Scientist,Single,B.Sc.,6243.08 EGP
Layla Hossam,Layla,Hossam,F,11-05-1980,24-04-2009,layla.hossam@gmail.com,45.0,16,"Berlin, Germany",Electrical Engineer,Single,High School,118472.0 AUD
Ayman Nashaat,Ayman,Nashaat,M,1987/01/22,2005/02/21,ayman.nashaat@gmail.com,38.0,20,"Toronto, Canada",MECHANICAL ENGINEAR,Single,Masters,10053.08 EUR
Nabil Jamal,Nabil,Jamal,M,2002/03/25,2022/08/06,nabil.jamal@gmail.com,23.0,3,"Mexico City, Mexico",Accountant,Married,High School,5656.0 EGP
Ashraf Khaled,Ashraf,Khaled,M,01/05/1972,06/14/2011,ashraf.khaled@gmail.com,53.0,14,"Istanbul, Turkey",Nurse,Single,B.Sc.,11964.83 AUD
Ziad Ihab,Ziad,Ihab,M,03-08-1988,27-11-2009,zihab@gmail.com,37.0,16,"Riyadh, KSA",Accountant,S,M.Sc.,116708.0 JPY
Hala Yahya,Hala,Yahya,F,2005/11/24,2023/10/11,hala.yahya@gmail.com,20.0,2,"London, UK",Teacher,Married,High School,5472.92 EUR
Fatima Amr,Fatima,Amr,F,1988/04/06,2018/09/15,fatima.amr@gmail.com,37.0,7,"Paris, France",GRAPHIC DESIGNER,Single,B.Sc.,72084.0 CAD
Samar Maged,Samar,Maged,F,13-01-1984,30-04-2011,SAMAR.MAGED@GMAIL.COM,41.0,14,"Toronto, Canada",Mechanical Engineer,Married,High School,9413.0 GBP
Sahar Yahya,Sahar,Yahya,F,1967/08/21,2002/07/03,sahar.yahya@gmail.com,,23,"Muscat, Oman",Sales Manager,Married,Masters,9917.0 EGP
Ibrahim Bassem,Ibrahim,Bassem,M,01-07-1991,05-10-2010,ibrahim.bassem@gmail.com,34.0,15,"Mansoura, Egypt",Lawyer,Single,Diploma,10498.67 GBP
Rana Ashraf,Rana,Ashraf,F,01-10-1984,17-01-2023,rashraf@gmail.com,41.0,3,"Dammam, KSA",Sales Manager,Married,High School,4819.58 GBP
Hanan Maged,Hanan,Maged,F,09/14/1982,09/15/2000,hanan.maged@gmail.com,43.0,25,"Moscow, Russia",Data Scientist,Married,Masters,102950.0 USD
Adel Waleed,Adel,Waleed,M,12/07/1988,07/31/2022,adel.waleed@gmail.com,37.0,3,"Mansoura, Egypt",Pharmacist,Married,PhD,4520.0 EGP
Wafaa Saad,Wafaa,Saad,F,10/26/1995,10/21/2016,wafaa.saad@gmail.com,30.0,9,"New York, USA",Business Analyst,Married,High School,6892.92 EUR
Mostafa Bassem,Mostafa,Bassem,M,09-09-1989,29-10-2025,mostafa.bassem@gmail.com,36.0,0,"Dammam, KSA",sales maneger,Married,B.Sc.,
Tarek Fady,Tarek,Fady,M,07/27/1987,09/27/2016,tarek.fady@gmail.com,38.0,9,"Mumbai, India",Mechanical Engineer,Single,Bachelor,73967.0 AUD
Nader Tamer,Nader,Tamer,M,09/20/1984,12/24/2015,nader.tamer@gmail.com,41.0,10,"Bangkok, Thailand",Architect,S,Masters,11845.83 CAD
Galal Tamer,Galal,Tamer,M,12/06/2006,08/10/2025,galal.tamer@gmail.com,,0,"São Paulo, Brazil",Software Developer,Married,High School,
Nashaat Saad,Nashaat,Saad,M,12/27/1979,09/25/2018,nsaad@gmail.com,46.0,7,"Berlin, Germany",Engineer,Single,Masters,76609.0 EUR
Fatima Kareem,Fatima,Kareem,F,25-05-1989,13-09-2016,fatima.kareem@gmail.com,36.0,9,"Cairo, Egypt",ARCHITECT,Single,Diploma,6966.42 CAD
Amira Rafik,Amira,Rafik,F,1982/01/22,2018/04/28,arafik@gmail.com,43.0,7,"Riyadh, KSA",pharmacist,Married,B.Sc.,92117.0 GBP
Zainab Eslam,Zainab,Eslam,F,1968/10/12,2009/12/07,zainab.eslam@gmail.com,,16,"Paris, France",aCcOUNTanT,,PhD,8559.17 EUR
Fady Yahya,Fady,Yahya,M,07-08-1966,06-04-2010,fyahya@gmail.com,,15,"Tokyo, Japan",#Software Developer,Single,Diploma,113239.0 JPY
Omar Mohamed,Omar,Mohamed,M,06/06/1976,10/14/2014,omar.mohamed@gmail.com,49.0,11,"Tokyo, Japan",LAWYER,Single,Diploma,111167.0 CAD
Reem Eslam,Reem,Eslam,F,1997/10/14,2023/06/12,reem.eslam@gmail.com,28.0,2,"Cape Town, South Africa",Financial Analyst,Single,High School,64834.0 EGP
Lina Abdullah,Lina,Abdullah,F,08/15/1967,08/10/1990,lina.abdullah@gmail.com,,35,"Abu Dhabi, UAE",Dentist,Single,M.Sc.,10824.83 JPY
Adel Ramy,Adel,Ramy,M,2000/05/16,2026/01/03,adel.ramy@gmail.com,25.0,0,"Rabat, Morocco",Electrical Engineer,Married,PhD,
Menna Abdelrahman,Menna,Abdelrahman,F,1991/04/25,2016/07/22,menna.abdelrahman@gmail.com,34.0,9,"Cairo, Egypt",Nurse,S,PhD,94605.0 AUD
Amal Osama,Amal,Osama,F,25-04-1967,10-11-2000,amal.osama@gmail.com,,25,"Dubai, UAE",CiviL eNGiNeeR,Single,B.Sc.,100693.0 CAD
Rafik Adel,Rafik,Adel,M,25-12-1968,11-06-2018,radel@gmail.com,,7,"Alexandria, Egypt",Engineer,Married,High School,85889.0 GBP
Sami Ziad,Sami,Ziad,M,03-05-2002,04-02-2025,sami.ziad@gmail.com,23.0,1,"Mumbai, India",Graphic Designer,Married,B.Sc.,
Mariam Medhat,Mariam,Medhat,F,26-12-1979,25-11-2017,mariam.medhat@gmail.com,46.0,8,"Jeddah, KSA",Graphic Designer,Single,M.Sc.,6731.58 EUR
Radwa Saad,Radwa,Saad,F,09/20/1988,07/07/2009,rsaad@gmail.com,37.0,16,"New York, USA",Business Analyst,Married,Masters,111405.0 CAD
Wafaa Tamer,Wafaa,Tamer,F,2001/01/20,2020/09/18,wafaa.tamer@gmail.com,24.0,5,"Jeddah, KSA",Dentist,Married,B.Sc.,71117.0 JPY
Sherif Yahya,Sherif,Yahya,M,22-11-2007,19-01-2026,sherif.yahya@gmail.com,,0,"Cape Town, South Africa",Software Developer,Married,High School,
Hala Galal,Hala,Galal,F,02/20/1975,10/22/2021,HALA.GALAL@GMAIL.COM,50.0,4,"Riyadh, KSA",ELECtRicAL ENgiNeeR,Single,Diploma,52603.0 CAD
Salma Ali,Salma,Ali,F,24-08-1970,21-04-2006,salma.ali@gmail.com,55.0,19,"Rabat, Morocco",Dentist,Married,B.Sc.,104516.0 JPY
Nada Fady,Nada,Fady,F,1982/12/18,2017/12/14,nada.fady@gmail.com,43.0,8,"Tokyo, Japan",Sales Manager,Single,M.Sc.,75194.0 CAD
Fatima Medhat,Fatima,Medhat,F,20-05-1981,24-08-2009,fatima.medhat@gmail.com,44.0,16,"Sydney, Australia",Business Analist,Married,Bachelor,147832.0 EGP
Fady Sherif,Fady,Sherif,M,21-01-1977,26-07-2009,fady.sherif@gmail.com,48.0,16,"Dubai, UAE",Dentist,S,Diploma,8377.17 AUD
Heba Mostafa,Heba,Mostafa,F,19-01-1985,10-09-2024,hmostafa@gmail.com,40.0,1,"Riyadh, KSA",Accountant,Married,PhD,
Heba Ayman,Heba,Ayman,F,1988/03/10,2013/07/01,hayman@gmail.com,37.0,12,"Doha, Qatar",deNtIST,Married,BS,143500.0 GBP
Sami Ramy,Sami,Ramy,M,01-04-1987,11-04-2010,sami.ramy@gmail.com,38.0,15,"London, UK",Sales Manager,Married,Diploma,109566.0 GBP
Saad Hossam,Saad,Hossam,M,1984/06/12,2011/02/10,saad.hossam@gmail.com,41.0,15,"P@ris, Fr@nc3",ACCOUNTANT,Married,PhD,9498.5 JPY
Mohamed Hamza,Mohamed,Hamza,M,1990/12/17,2011/11/02,mohamed.hamza@gmail.com,35.0,14,"Doha, Qatar",$Teecher,Married,Diploma,104647.0 CAD
Ibrahim Fady,Ibrahim,Fady,M,2007/05/24,2025/09/14,ifady@gmail.com,,0,"Amman, Jordan",Civil Engineer,Married,BS,
Wahid Ayman,Wahid,Ayman,M,20-06-1993,31-07-2016,wahid.ayman@gmail.com,32.0,9,"Riyadh, KSA",Graphic Designer,Married,Masters,78826.0 USD
Mahmoud Abdullah,Mahmoud,Abdullah,M,2001/06/28,2024/08/18,MAHMOUD.ABDULLAH@GMAIL.COM,24.0,1,"Beijing, China",Data Scientist,Married,B.Sc.,
Amal Tarek,Amal,Tarek,F,1986/11/10,2021/08/22,amal.tarek@gmail.com,39.0,4,"Berlin, Germany",sAlES mAnaGEr,Married,High School,64772.0 EGP
Maged Medhat,Maged,Medhat,M,03/28/1965,09/06/2016,maged.medhat@gmail.com,,9,"Beirut, Lebanon",eNgINeeR,,Masters,6615.58 GBP
Ghada Sherif,Ghada,Sherif,F,1968/11/06,2020/05/19,gsherif@gmail.com,,5,"Los Angeles, USA",FiNAncial anAlYisT,S,High School,72093.0 JPY
Eslam Amr,Eslam,Amr,M,15-10-1969,10-04-1991,eslam.amr@gmail.com,,34,"Paris, France",Data Scientist,M,High School,131633.0 EGP
Wahid Medhat,Wahid,Medhat,M,11/14/1982,06/21/2022,wahid.medhat@gmail.com,43.0,3,"Sharjah, UAE",Business Analyst,Married,High School,5452.5 JPY
Medhat Jamal,Medhat,Jamal,M,1996/11/27,2025/10/10,mjamal@gmail.com,29.0,0,"Dubai, UAE",Mechanical Engineer,Single,Bachelor,
Wael Mounir,Wael,Mounir,M,01/24/1984,06/19/2013,wael.mounir@gmail.com,41.0,12,"Sydney, Australia",GRAPHIC DESIGNER,Married,Masters,120432.0 EGP
Radwa Hassan,Radwa,Hassan,F,12-11-1998,10-04-2017,rhassan@gmail.com,27.0,8,"Buenos Aires, Argentina",Civil Engeneer,Married,B.Sc.,6661.92 EGP
Khadija Mounir,Khadija,Mounir,F,05-12-1998,26-04-2024,kmounir@gmail.com,27.0,1,"Buenos Aires, Argentina",Architect,Single,High School,
 Reem Sherif ,Reem,Sherif,F,07/27/2005,09/13/2024,rsherif@gmail.com,20.0,1,"Jeddah, KSA",Mechanical Engeneer,Married,M.Sc.,
Hany Medhat,Hany,Medhat,M,01/23/1998,02/15/2023,hany.medhat@gmail.com,27.0,2,"Doha, Qatar",Sales Manager,Single,PhD,60242.0 AUD
Ibrahim Rafik,Ibrahim,Rafik,M,05/07/1993,12/15/2024,ibrahim.rafik@gmail.com,32.0,1,"Istanbul, Turkey",Lawyer,Single,M.Sc.,
Sherif Kareem,Sherif,Kareem,M,28-08-1982,06-04-2002,skareem@gmail.com,43.0,23,"New York, USA",Sales Manager,Married,Diploma,142131.0 EUR
Esraa Kareem,Esraa,Kareem,F,1992/06/06,2018/06/25,esraa.kareem@gmail.com,33.0,7,"Dammam, KSA",Business Analyst,Single,PhD,6562.42 AUD
Nada Medhat,Nada,Medhat,F,1985/11/21,2007/03/13,nada.medhat@gmail.com,40.0,18,"Dammam, KSA",ACCOUNTANT,Married,PhD,11274.92 JPY
Ruqayya Fady,Ruqayya,Fady,F,1995/08/12,2013/09/18,rfady@gmail.com,30.0,12,"Seoul, South Korea",electrical engineer,Married,Bachelor,113517.0 JPY
Layla Yahya,Layla,Yahya,F,05/26/1976,10/19/2002,layla.yahya@gmail.com,49.0,23,"Mumbai, India",Data Scientst,Unknown,PhD,12340.75 USD
Lobna Maged,Lobna,Maged,F,01/02/1981,04/09/2011,lobna.maged@gmail.com,44.0,14,"São Paulo, Brazil",business analyst,Single,Masters,11835.75 AUD
Zainab Galal,Zainab,Galal,F,10-05-1986,05-11-2018,zainab.galal@gmail.com,39.0,7,"Mansoura, Egypt",Mechanical Engineer,Married,High School,92604.0 EUR
Zainab Eslam,Zainab,Eslam,F,1972/06/20,1999/05/02,zainab.eslam@gmail.com,53.0,26,"Sharjah, UAE",architect,S,BS,131691.0 GBP
Aisha Ziad,Aisha,Ziad,F,2001/01/18,2024/02/24,aisha.ziad@gmail.com,24.0,1,"Paris, France",Accountant,Married,B.Sc.,
Menna Amr,Menna,Amr,F,06/26/1986,12/03/2019,mamr@gmail.com,39.0,6,"Muscat, Oman",Graphic Designer,Married,PhD,8235.33 USD
Mounir Jamal,Mounir,Jamal,M,08/05/1978,03/12/2006,mounir.jamal@gmail.com,47.0,19,"Abu Dhabi, UAE",Sales Manager,Single,M.Sc.,132946.0 EGP
Sara Mounir,Sara,Mounir,F,08-03-1973,09-11-2003,smounir@gmail.com,52.0,22,"São Paulo, Brazil",sales manager,Married,M.Sc.,9748.17 CAD
Khadija Kamal,Khadija,Kamal,F,06/13/2004,09/24/2022,khadija.kamal@gmail.com,21.0,3,"Paris, France",DOCTEUR,Unknown,High School,5062.5 EGP
Rana Khalil,Rana,Khalil,F,1980/05/04,2025/08/23,rkhalil@gmail.com,45.0,0,"Doha, Qatar",Accountant,Single,High School,
Salma Ashraf,Salma,Ashraf,F,16-06-1969,17-11-2023,salma.ashraf at gmail.com,,2,"Amman, Jordan",Mechanical Engineer,Married,PhD,51759.0 AUD
 Rafik Mohamed ,Rafik,Mohamed,M,07-11-1986,18-07-2019,rafik.mohamed@gmail.com,39.0,6,"Amman, Jordan",MEChAnicAL eNginEeR,Single,Bachelor,88859.0 USD
Wahid Eslam,Wahid,Eslam,M,1979/01/05,1999/07/11,wahid.eslam@gmail.com,46.0,26,"Doha, Qatar",TEaChEr,Married,Diploma,10533.0 JPY
Ali Wahid,Ali,Wahid,M,07/19/1968,05/25/2005,awahid@gmail.com,,20,"Sharjah, UAE",laWyEr,,B.Sc.,11547.83 USD
Zaki Mohamed,Zaki,Mohamed,M,02/24/2002,05/07/2024,zaki.mohamed@gmail.com,23.0,1,"Tokyo, Japan",Architect,S,High School,
Radwa Medhat,Radwa,Medhat,F,12/02/1986,10/08/2013,rmedhat@gmail.com,39.0,12,"Moscow, Russia",Business Analyst,Single,M.Sc.,112250.0 GBP
Lina Ihab,Lina,Ihab,F,18-09-2000,10-08-2018,lina.ihab@gmail.com,25.0,7,"Paris, France",Sales Manger,Married,BS,91770.0 GBP
Hala Adel,Hala,Adel,F,15-07-2002,14-06-2022,hadel@gmail.com,23.0,3,"Dammam, KSA",Sales Maneger,Single,B.Sc.,4620.08 CAD
Mohamed Mounir,Mohamed,Mounir,M,13-08-2001,29-02-2020,mohamed.mounir@gmail.com,24.0,5,"Seoul, South Korea",Financial Analyst,Single,Masters,81890.0 GBP
Sana Fady,Sana,Fady,F,1972/01/15,2007/11/27,sana.fady@gmail.com,53.0,18,"Kuwait City, Kuwait",Engineer,Single,B.Sc.,9635.17 USD
Nada Yahya,Nada,Yahya,F,15-08-1973,23-08-2018,nyahya@gmail.com,52.0,7,"Istanbul, Turkey",BUSInEsS anAlyst,Single,Masters,6744.17 CAD
Kareem Hesham,Kareem,Hesham,M,1976/12/20,2014/05/13,khesham@gmail.com,49.0,11,"Alexandria, Egypt",Financial Annalyst,Single,Masters,10152.75 EUR
Saad Mohamed,Saad,Mohamed,M,2002/08/19,2026/01/16,saad.mohamed@gmail.com,23.0,0,"Dammam, KSA",Mechanical Engineer,Married,Diploma,
Esraa Mohamed,Esraa,Mohamed,F,1995/03/18,2022/12/09,esraa.mohamed@gmail.com,30.0,3,"Abu Dhabi, UAE",Data Scinetist,S,Bachelor,63886.0 EUR
Ghada Eslam,Ghada,Eslam,F,1992/12/02,2024/08/24,GHADA.ESLAM@GMAIL.COM,33.0,1,"Moscow, Russia",Business Analyst,Single,PhD,
Waleed Ibrahim,Waleed,Ibrahim,M,1975/11/17,2018/11/27,waleed.ibrahim@gmail.com,50.0,7,"New York, USA",Electrical Enginear,M,Diploma,80000.0 EUR
Sahar Ramy,Sahar,Ramy,F,1966/05/13,1992/08/23,sahar.ramy@gmail.com,,33,"Moscow, Russia",Engineer,Married,Bachelor,9765.5 JPY
Sherif Latif,Sherif,Latif,M,07/21/1972,04/03/1996,slatif@gmail.com,53.0,29,"Sydney, Australia",Accountant,M,Masters,138192.0 AUD
 Reem Ashraf ,Reem,Ashraf,F,11/25/1978,10/19/2023,REEM.ASHRAF@GMAIL.COM,47.0,2,"Mansoura, Egypt",ELecTricAL enGIneRE,,High School,4323.42 CAD
Ghada Khaled,Ghada,Khaled,F,1968/11/20,2017/06/07,gkhaled@gmail.com,,8,"Muscat, Oman",Data Scientist,Single,B.Sc.,73626.0 EGP
Mariam Tarek,Mariam,Tarek,F,02/04/1984,03/24/2011,mariam.tarek@gmail.com,41.0,14,"Beirut, Lebanon",Mechanical Engineer,,Masters,127176.0 EGP
Sherif Galal,Sherif,Galal,M,06/20/1968,09/01/2024,sgalal@gmail.com,,1,"Kuwait City, Kuwait",Architect,Married,High School,
Lobna Tamer,Lobna,Tamer,F,06/23/1980,04/11/2014,lobna.tamer@gmail.com,45.0,11,"Kuwait City, Kuwait",Teacher,Married,High School,141920.0 USD
Nada Youssef,Nada,Youssef,F,03/16/1994,09/22/2020,NYOUSSEF@GMAIL.COM,31.0,5,"Cairo, Egypt",LAWYER,Single,PhD,77868.0 USD
Dina Ibrahim,Dina,Ibrahim,F,09/09/1969,02/25/1994,dina.ibrahim@gmail.com,,31,"Los Angeles, USA",Software Developer,Married,Masters,8504.83 AUD
Asmaa Saad,Asmaa,Saad,F,07/26/1992,10/18/2011,asmaa.saad@gmail.com,33.0,14,"Istanbul, Turkey",Business Analyst,Single,BS,100008.0 AUD
Osama Tawfik,Osama,Tawfik,M,1978/08/21,2007/08/21,otawfik@gmail.com,47.0,18,"Doha, Qatar",Teachr,Single,High School,12202.08 CAD
Adel Zaki,Adel,Zaki,M,07/22/1979,06/16/2004,azaki@gmail.com,46.0,21,"Mumbai, India",Teacher,Single,Masters,132792.0 GBP
Hussein Saad,Hussein,Saad,M,2006/03/07,2025/03/31,hussein.saad@gmail.com,,0,"Sydney, Australia",CiVIl EnGinEER,Single,B.Sc.,
Sahar Ali,Sahar,Ali,F,12/18/1974,02/24/2011,sali@gmail.com,51.0,14,"Toronto, C@n@d@",Graphic Designer,Single,BS,12276.0 AUD
Khadija Ihab,Khadija,Ihab,F,03/14/1985,01/27/2012,khadija.ihab@gmail.com,40.0,14,"Seoul, South Korea",Graphic Designer,Single,B.Sc.,10429.42 EGP
Esraa Bassem,Esraa,Bassem,F,12/20/1983,01/30/2007,esraa.bassem@gmail.com,42.0,19,"Cairo, Egypt",Electrical Enginere,Married,Bachelor,11439.25 AUD
Mahmoud Khalil,Mahmoud,Khalil,M,07/11/1972,01/28/1998,mkhalil@gmail.com,53.0,28,"Cape Town, South Africa",Business Analyst,Married,Masters,8920.5 GBP
Nada Mohamed,Nada,Mohamed,F,09/23/1991,05/17/2013,nada.mohamed@gmail.com,34.0,12,"Moscow, Russia",Doctor,M,High School,11998.92 AUD
Esraa Ziad,Esraa,Ziad,F,28-12-1976,23-07-2017,esraa.ziad@gmail.com,49.0,8,"Seoul, South Korea",accountant,Single,BS,7518.92 GBP
Sherif Hussein,Sherif,Hussein,M,15-08-1973,20-06-2006,sherif.hussein@gmail.com,52.0,19,"Buenos Aires, Argentina",dENtIst,,M.Sc.,11115.67 GBP
Esraa Hussein,Esraa,Hussein,F,2007/12/09,2025/05/04,ehussein@gmail.com,nan,0,"Mansoura, Egypt",#Sales Managr,Single,High School,
Ruqayya Hossam,Ruqayya,Hossam,F,2007/08/07,2025/11/15,rhossam@gmail.com,,0,"Amman, Jordan",Electrical Engineer,Single,B.Sc.,
Latif Khaled,Latif,Khaled,M,25-04-2005,04-10-2023,LKHALED@GMAIL.COM,20.0,2,"Cairo, Egypt",Architect,,M.Sc.,5055.83 EUR
Ghada Latif,Ghada,Latif,F,21-04-1989,06-11-2024,ghada.latif@gmail.com,36.0,1,"Riy@dh, KSA",Electrical Engineer,Married,PhD,
Eslam Sherif,Eslam,Sherif,M,1983/07/07,2005/06/19,eslam.sherif@gmail.com,42.0,20,"Amman, Jordan",Doctor,Married,High School,100340.0 CAD
Salma Abdullah,Salma,Abdullah,F,27-10-1987,08-04-2018,sabdullah@gmail.com,38.0,7,"London, UK",&Pharmacist,Single,Masters,7317.33 EUR
Amal Tamer,Amal,Tamer,F,1997/05/12,2018/12/31,amal.tamer@gmail.com,28.0,7,"Muscat, Oman",Civil Engineer,Unknown,Diploma,7586.83 USD
Ibrahim Ayman,Ibrahim,Ayman,M,14-04-2002,16-08-2020,iayman@gmail.com,23.0,5,"Buenos Aires, Argentina",Financial Analyist,Single,PhD,6868.67 EUR
Waleed Tamer,Waleed,Tamer,M,16-07-1965,11-04-2017,waleed.tamer@gmail.com,,8,"Alexandria, Egypt",Teacher,,Bachelor,76406.0 EUR
Sana Tarek,Sana,Tarek,F,1978/11/11,2013/11/30,sana.tarek@gmail.com,47.0,12,"Beijing, China",Sales Manager,Single,High School,121054.0 USD
Tawfik Tawfik,Tawfik,Tawfik,M,1999/11/07,2021/12/08,tawfik.tawfik@gmail.com,26.0,4,"London, UK",Electrical Engineer,Married,Diploma,4491.5 AUD
Waleed Youssef,Waleed,Youssef,M,06/28/1985,09/07/2021,waleed.youssef@gmail.com,40.0,4,"Mansoura, Egypt",nurse,Married,M.Sc.,67466.0 EGP
Ziad Amr,Ziad,Amr,M,1974/10/12,2019/02/04,ziad.amr@gmail.com,51.0,7,"São Paulo, Brazil",Graphic Designer,Single,B.Sc.,6301.92 GBP
Hossam Hatem,Hossam,Hatem,M,2006/01/09,2024/05/24,hossam.hatem@gmail.com,,1,"Buenos Aires, Argentina",Civil Engineer,Single,PhD,
Kamal Kareem,Kamal,Kareem,M,1981/09/27,2011/02/08,kamal.kareem@gmail.com,44.0,15,"Jeddah, KSA",Engineer,S,High School,132415.0 AUD
Hany Hussein,Hany,Hussein,M,04-06-2004,01-09-2024,hany.hussein@gmail.com,21.0,1,"Amman, Jordan",Mechanical Engineer,Single,Masters,
Sahar Hatem,Sahar,Hatem,F,13-07-1969,26-02-2015,sahar.hatem@gmail.com,,10,"Muscat, Oman",Sales Manager,Married,Masters,140633.0 EUR
Reem Mostafa,Reem,Mostafa,F,10/21/1990,10/15/2021,reem.mostafa at gmail.com,35.0,4,"Paris, France",Lawyer,Married,Bachelor,4947.83 JPY
Hany Mounir,Hany,Mounir,M,2002/02/06,2020/06/03,HANY.MOUNIR@GMAIL.COM,23.0,5,"Sharjah, UAE",Teacher,,BS,97023.0 GBP
Amal Tamer,Amal,Tamer,F,20-05-2005,11-09-2025,amal.tamer@gmail.com,20.0,0,"Sharjah, UAE",Business Annalyst,Unknown,High School,
Maha Rafik,Maha,Rafik,F,12/28/1992,05/25/2023,maha.rafik@gmail.com,33.0,2,"Muscat, Oman",Engeneer,Single,B.Sc.,4893.75 GBP
Asmaa Ibrahim,Asmaa,Ibrahim,F,1969/02/17,2016/02/22,asmaa.ibrahim@gmail.com,,9,"Mexico City, Mexico",Software Developer,,M.Sc.,79441.0 CAD
Eslam Medhat,Eslam,Medhat,M,24-06-2007,28-01-2026,eslam.medhat@gmail.com,,0,"Cairo, Egypt",Civil Enginere,Married,M.Sc.,
Ayman Adel$,Ayman,Adel,M,24-02-1982,23-06-2010,ayman.adel@gmail.com,43.0,15,"Rabat, Morocco",Data Scientist,Married,PhD,8471.92 EUR
Nader Waleed,Nader,Waleed,M,07/17/1979,09/26/2012,nwaleed@gmail.com,46.0,13,"Moscow, Russia",Pharmacist,Single,B.Sc.,12442.08 EGP
Nour Abdullah,Nour,Abdullah,F,09/28/1985,10/14/2004,nour.abdullah@gmail.com,40.0,21,"Paris, France",TEACHER,Married,Diploma,8799.75 AUD
Nader Rafik,Nader,Rafik,M,1982/03/18,2004/01/19,nader.rafik@gmail.com,43.0,22,"Paris, France",Financial Analyst,Unknown,Masters,124047.0 GBP
Amal Omar,Amal,Omar,F,08/04/1976,02/10/1996,amal.omar@gmail.com,49.0,30,"London, UK",Dentist,Married,Diploma,149887.0 CAD
Mariam Maged,Mariam,Maged,F,23-10-1994,23-09-2025,mariam.maged@gmail.com,31.0,0,"Mansoura, Egypt",Software Developer,Single,B.Sc.,
Radwa Ashraf,Radwa,Ashraf,F,02/11/1994,03/27/2019,radwa.ashraf@gmail.com,31.0,6,"Seoul, South Korea",Data Scinetist,Single,Masters,98029.0 JPY
Youssef Sami,Youssef,Sami,M,09/08/1984,06/09/2003,ysami@gmail.com,41.0,22,"Beijing, China",Doctor,Single,B.Sc.,9742.0 EGP
Heba Youssef,Heba,Youssef,F,19-01-1972,01-04-2003,heba.youssef@gmail.com,53.0,22,"Buenos Aires, Argentina",Civil Engineer,Single,M.Sc.,9724.08 AUD
Nashaat Tawfik,Nashaat,Tawfik,M,10/05/1997,05/10/2015,ntawfik@gmail.com,28.0,10,"London, UK",dentist,Single,M.Sc.,125244.0 GBP
Nader Jamal,Nader,Jamal,M,1999/01/19,2024/11/02,njamal@gmail.com,26.0,1,"Mansoura, Egypt",Sales Manager,Married,Masters,
Kareem Hassan,Kareem,Hassan,M,1965/05/19,2014/06/19,khassan@gmail.com,,11,"Mansoura, Egypt",Dentist,Unknown,Masters,116126.0 JPY
Nabil Waleed,Nabil,Waleed,M,10-01-1995,06-09-2013,nwaleed@gmail.com,30.0,12,"Abu Dhabi, UAE",Mechanical Engineer,Single,Diploma,10540.0 USD
Ruqayya Hussein,Ruqayya,Hussein,F,1979/03/25,1997/11/20,rhussein@gmail.com,46.0,28,"Bangkok, Thailand",pharmacist,Married,PhD,10790.67 JPY
Nader Waleed,Nader,Waleed,M,23-01-2005,12-02-2024,nwaleed@gmail.com,20.0,2,"Bangkok, Thailand",Pharmacist,Married,M.Sc.,67903.0 GBP
Adel Abdelrahman,Adel,Abdelrahman,M,03-09-1998,11-07-2019,adel.abdelrahman@gmail.com,27.0,6,"São Paulo, Brazil",$Dentist,Married,Bachelor,6437.33 AUD
Khadija Khaled,Khadija,Khaled,F,1989/10/20,2012/10/01,khadija.khaled@gmail.com,36.0,13,"Jeddah, KSA",Financial Analyst,Single,High School,144790.0 CAD
Latif Ramy,Latif,Ramy,M,01/24/2000,12/10/2020,latif.ramy@gmail.com,25.0,5,"Cape Town, South Africa",Sales Maneger,Single,PhD,70472.0 GBP
Fatima Abdelrahman,Fatima,Abdelrahman,F,04/10/1976,09/02/2025,fatima.abdelrahman@gmail.com,49.0,0,"Cape Town, South Africa",Mechanical Engeneer,Single,PhD,
